VAFE3H02896,SFPPLUS,C1_HQ_DRC2_NE8K_3,GigabitEthernet0/6/0,C1_HQ_DRC2_NE8K_3 10GE0/6/0-to-C1_SS_TMS_NE08_1 10GE0/3/0,Ethernet,-8.41,--,,Normal,-7,-23.98,2.46,--,,Normal,4,0,SingleMode,10000,1550,80000,LC,Hisense         ,Unknown,--,--,--,LTF1502-BC+,--,--,34060672-001,10GBase-ZX,,C1_HQ_DRC2_NE8K_3-GigabitEthernet0/6/0,,IP Access DRC#2-03,Ph#8,DRC#2,Not Match,
AE241500119981,SFPPLUS,C3_SS_UTG_NE8KM14_1,GigabitEthernet0/5/0,C3_SS_UTG_ME8KM14_1_10GE0/5/0-to-C3_SS_UTO_NE08_1_10GE0/2/0,Ethernet,-2.1,--,,Normal,-1,-9.9,-3.33,--,,Normal,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-552,--,--,34060494-002,10GBase-SR,,C3_SS_UTG_NE8KM14_1-GigabitEthernet0/5/0,,สฟฟ.อู่ทอง,Ph#8,สฟฟ.อู่ทอง 1,Not Match,
2000234700023,SFPPLUS,C3_SS_UTG_NE8KM14_1,GigabitEthernet0/5/1,C3_SS_UTG_NE8KM14_1_10GE0/5/1-to-SPI_EO-C3-NE40_1_10GE5/0/5,Ethernet,-10.15,--,,Normal,-7,-23.98,2,--,,Normal,4,0,SingleMode,10000,1550,80000,LC,HG GENUINE      ,Unknown,--,--,Dual-fiber Bidirectional,MTRS-1S70-01,--,--,34060672-001,10GBase-ZX,,C3_SS_UTG_NE8KM14_1-GigabitEthernet0/5/1,,#N/A,#N/A,สฟฟ.อู่ทอง 1,#N/A,
AE241500119998,SFPPLUS,C3_SS_UTG_NE8KM14_1,GigabitEthernet0/6/0,C3_SS_UTG_ME8KM14_1_10GE0/6/0-to-C3_SS_UTO_NE8K_2_10GE0/6/0,Ethernet,-2.41,--,,Normal,-1,-9.9,-2.81,--,,Normal,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-552,--,--,34060494-002,10GBase-SR,,C3_SS_UTG_NE8KM14_1-GigabitEthernet0/6/0,,สฟฟ.อู่ทอง,Ph#8,สฟฟ.อู่ทอง 1,Not Match,
2000234700043,SFPPLUS,C3_SS_UTG_NE8KM14_1,GigabitEthernet0/6/1,C3_SS_UTG_NE8KM14_1_10GE0/6/1-to-C3_WH_KCI_NE40_10GE3/0/0,Ethernet,-14.86,--,,Normal,-7,-23.98,2.16,--,,Normal,4,0,SingleMode,10000,1550,80000,LC,HG GENUINE      ,Unknown,--,--,Dual-fiber Bidirectional,MTRS-1S70-01,--,--,34060672-001,10GBase-ZX,,C3_SS_UTG_NE8KM14_1-GigabitEthernet0/6/1,,#N/A,#N/A,สฟฟ.อู่ทอง 1,#N/A,
AE241500117548,SFPPLUS,C1_HQ_DRC1_NE8K_1,GigabitEthernet0/5/0,C1_HQ_DRC1_NE8K_1 10GE0/5/0-to-DRC_A9910_R1 10GE Te-/0/0/2,Ethernet,-40,--,,Critical Alert,-1,-9.9,-3.26,--,,Normal,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,--,RTXM228-552,--,--,34060494-002,10GBase-SR,,C1_HQ_DRC1_NE8K_1-GigabitEthernet0/5/0,,IP Access DRC#1-04,Ph#8,DRC#1,Not Match,
AE241100088007,SFPPLUS,C1_HQ_DRC1_NE8K_1,GigabitEthernet0/5/1,C1_HQ_DRC1_NE8K_1 10GE0/5/1-to-C1_EO_RST_NE08_1 10GE0/1/0,Ethernet,-4.08,--,,Normal,0.5,-14.4,-2.42,--,,Normal,0.5,-8.2,SingleMode,10000,1310,10000,LC,WTD             ,Unknown,--,--,--,RTXM228-401,--,--,34060742,10GBase-LR,,C1_HQ_DRC1_NE8K_1-GigabitEthernet0/5/1,,IP Access DRC#1-01,Ph#8,DRC#1,Not Match,
VB6E4H3457Y,SFPPLUS,C1_HQ_DRC1_NE8K_1,GigabitEthernet0/6/0,C1_HQ_DRC1_NE8K_1 10GE0/6/0-to-C1_SS_BMA_NE08_1 10GE0/2/0,Ethernet,-14.11,--,,Normal,-1,-15.8,0.08,--,,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,C1_HQ_DRC1_NE8K_1-GigabitEthernet0/6/0,,IP Access DRC#1-01,Ph#8,DRC#1,Not Match,
H92X395,ESFP,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/0,NMS IP Access North Area,Ethernet,-6.97,--,,Normal,-2,-27.21,-4.25,--,,Normal,1,-14.99,MultiMode,1000,850,500,LC,CISCO-FINISAR   ,Unknown,--,--,Dual-fiber Bidirectional,SFP-GE-S,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/0,,#N/A,#N/A,สำนักงานใหญ่ กฟภ. (อสก.3),#N/A,
LSI00004074,ESFP,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/1,VRF06 VC Link1 Install,Ethernet,-6.23,--,,Normal,-1,-19,-5.94,--,,Normal,-3,-9,MultiMode,1000,850,500,LC,CISCO-FINISAR   ,Unknown,--,--,Dual-fiber Bidirectional,GLC-SX-MMD,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/1,,#N/A,#N/A,สำนักงานใหญ่ กฟภ. (อสก.3),#N/A,
LSI00004075,ESFP,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/2,VRF06 VC Link2 Install,Ethernet,-6.09,--,,Normal,-1,-19,-6,--,,Normal,-3,-9,MultiMode,1000,850,500,LC,CISCO-FINISAR   ,Unknown,--,--,Dual-fiber Bidirectional,GLC-SX-MMD,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/2,,#N/A,#N/A,สำนักงานใหญ่ กฟภ. (อสก.3),#N/A,
H92X390,ESFP,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/3,NMS IP Access South Area,Ethernet,-6.51,--,,Normal,-2,-27.21,-5.08,--,,Normal,1,-14.97,MultiMode,1000,850,500,LC,CISCO-FINISAR   ,Unknown,--,--,Dual-fiber Bidirectional,SFP-GE-S,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/3,,#N/A,#N/A,สำนักงานใหญ่ กฟภ. (อสก.3),#N/A,
HC221000561339,COPPER,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/4,Link to SCADA ROUTER 2 (SMC) Fa1/0,Ethernet,--,--,,--,--,--,--,--,,--,--,--,Electrical Module,1000,0,100,--,WTD             ,Unknown,--,--,Unsupported,RTXL185-210,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/4,,IP Access SMC,Ph#7,สำนักงานใหญ่ กฟภ. (อสก.3),Not Match,
HC221000561267,COPPER,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/5,to NMS IP Access Central Area,Ethernet,--,--,,--,--,--,--,--,,--,--,--,Electrical Module,1000,0,100,--,WTD             ,Unknown,--,--,Unsupported,RTXL185-210,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/5,,IP Access SMC,Ph#7,สำนักงานใหญ่ กฟภ. (อสก.3),Not Match,
HC221000561266,COPPER,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/6,--,Ethernet,--,--,,--,--,--,--,--,,--,--,--,Electrical Module,1000,0,100,--,WTD             ,Unknown,--,--,Unsupported,RTXL185-210,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/6,,IP Access SMC,Ph#7,สำนักงานใหญ่ กฟภ. (อสก.3),Not Match,
HC221000561302,COPPER,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/7,PW IPAccess Central NMS Switch,Ethernet,--,--,,--,--,--,--,--,,--,--,--,Electrical Module,1000,0,100,--,WTD             ,Unknown,--,--,Unsupported,RTXL185-210,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/7,,IP Access SMC,Ph#7,สำนักงานใหญ่ กฟภ. (อสก.3),Not Match,
HC221000561268,COPPER,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/8,to NMS IP Access NorthEast Area,Ethernet,--,--,,--,--,--,--,--,,--,--,--,Electrical Module,1000,0,100,--,WTD             ,Unknown,--,--,Unsupported,RTXL185-210,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/8,,IP Access SMC,Ph#7,สำนักงานใหญ่ กฟภ. (อสก.3),Not Match,
HC221000561270,COPPER,HQ_HQ_NE8KM14_1,GigabitEthernet0/12/9,--,Ethernet,--,--,,--,--,--,--,--,,--,--,--,Electrical Module,1000,0,100,--,WTD             ,Unknown,--,--,Unsupported,RTXL185-210,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/12/9,,IP Access SMC,Ph#7,สำนักงานใหญ่ กฟภ. (อสก.3),Not Match,
AE241500119996,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/5/0,HQ_HQ_NE8KM14_1 10GE0/5/0-to-C1_HQ_EO_NE08_1 10GE0/2/1,Ethernet,-2.25,--,,Normal,-1,-9.9,-40,--,,Critical Alert,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-552,--,--,34060494-002,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/5/0,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
AE241500137975,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/5/1,HQ_HQ_NE8KM14_1 10GE0/5/1 to-10G_DWDM_Service#37: HQ_EO - ChonBuri_ADDC,Ethernet,-2.62,--,,Normal,-1,-9.9,-3.06,--,,Normal,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-552,--,--,34060494-002,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/5/1,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
VB4E4K09V9Y,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/5/2,HQ_HQ_NE8KM14_1 10GE0/5/2 to-HQ_B3F9_to_DC_A9910_R1,Ethernet,-40,--,,Critical Alert,0.5,-14.4,-40,--,,Critical Alert,0.5,-8.2,SingleMode,10000,1310,10000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1305-BC+,--,--,34060742,10GBase-LR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/5/2,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
VB4E4K09FRY,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/5/3,C1_HQ_DC_NE8KM14_1_10GE0/5/3-to-C1_HQ_SMC_NE8KM14_2_10GE0/5/3,Ethernet,-5.71,--,,Normal,0.5,-14.4,-2.59,--,,Normal,0.5,-8.2,SingleMode,10000,1310,10000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1305-BC+,--,--,34060742,10GBase-LR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/5/3,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
VB4E4K0CT3Y,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/5/4,HQ_HQ_NE8KM14_1 10GE0/5/4-to-HQ_SMC_NE8KM14_1 10GE0/6/2,Ethernet,-4.15,--,,Normal,0.5,-14.4,-2.12,--,,Normal,0.5,-8.2,SingleMode,10000,1310,10000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1305-BC+,--,--,34060742,10GBase-LR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/5/4,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
AE241500140380,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/5/5,HQ_HQ_NE8KM14_1 10GE0/5/5 to-10G_DWDM_Service#46: HQ_EO - PhetchaBuri_ADDC,Ethernet,-2.97,--,,Normal,-1,-9.9,-2.75,--,,Normal,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-552,--,--,34060494-002,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/5/5,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
M2406301577,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/5/6,HQ_HQ_NE8KM14_1 10GE0/5/6 to-10G_DWDM_Service#25: HQ_EO - Ayutthaya_ADDC,Ethernet,-10.11,--,,Normal,0,-13,-2.46,--,,Normal,1,-9,MultiMode,10000,850,300,LC,LINK            ,Unknown,--,--,Dual-fiber Bidirectional,UT-9310A-00,--,--,NA,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/5/6,,#N/A,#N/A,สำนักงานใหญ่ กฟภ. (อสก.3),#N/A,
VB4E4K09F5Y,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/5/7,--,Ethernet,-40,--,,Critical Alert,0.5,-14.4,-3.86,--,,Normal,0.5,-8.2,SingleMode,10000,1310,10000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1305-BC+,--,--,34060742,10GBase-LR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/5/7,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
AE241500118135,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/6/0,HQ_HQ_NE8KM14_1 10GE0/6/0 to-C1_PEA_Rangsit_Core_NE40E-1 10GE3/0/0,Ethernet,-40,--,,Critical Alert,-1,-9.9,-40,--,,Critical Alert,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-552,--,--,34060494-002,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/6/0,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
AE241500118109,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/6/1,HQ_HQ_NE8KM14_1 10GE0/6/1 to-10G_DWDM_Service#21: HQ_EO - LopBuri_ADDC,Ethernet,-8.07,--,,Normal,-1,-9.9,-2.89,--,,Normal,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,Dual-fiber Bidirectional,RTXM228-552,--,--,34060494-002,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/6/1,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
VB4E4K0BX8Y,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/6/2,HQ_HQ_NE8KM14_1 10GE0/6/2 to-10G_Router_Service: HQ_EO - HQ_SMC,Ethernet,-40,--,,Critical Alert,0.5,-14.4,-40,--,,Critical Alert,0.5,-8.2,SingleMode,10000,1310,10000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1305-BC+,--,--,34060742,10GBase-LR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/6/2,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
VB4E4K0D47Y,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/6/3,C1_HQ_DC_NE8KM14_1_10GE0/6/3-to-C1_HQ_SMC_NE8KM14_2_10GE0/6/3,Ethernet,-4.87,--,,Normal,0.5,-14.4,-2.62,--,,Normal,0.5,-8.2,SingleMode,10000,1310,10000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1305-BC+,--,--,34060742,10GBase-LR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/6/3,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
N33B3Q33831,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/6/4,HQ_HQ_NE8KM14_1 10GE0/6/4 to-10G_DWDM_Service#40: HQ_EO - NakhonPathom_ADDC,Ethernet,-3.4,--,,Normal,-1,-9.9,-2.49,--,,Normal,-1,-7.3,MultiMode,10000,850,300,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF8502-BC+,--,--,34060494,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/6/4,,IP Access Datacenter 2 ชั้น 4,Ph#7,สำนักงานใหญ่ กฟภ. (อสก.3),Not Match,
VB4E4K079CY,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/6/5,HQ_HQ_NE8KM14_1 10GE0/6/5 to-HQ_B3F9_to_DC_A9910_R2,Ethernet,-4.45,--,,Normal,0.5,-14.4,-3.37,--,,Normal,0.5,-8.2,SingleMode,10000,1310,10000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1305-BC+,--,--,34060742,10GBase-LR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/6/5,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
N33B3Q33577,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/6/6,HQ_HQ_NE8KM14_1 10GE0/6/6 to-10G_DWDM_Service#34: HQ_EO - NakhonRatchasima_ADDC,Ethernet,-4.38,--,,Normal,-1,-9.9,-2.61,--,,Normal,-1,-7.3,MultiMode,10000,850,300,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF8502-BC+,--,--,34060494,10GBase-SR,,HQ_HQ_NE8KM14_1-GigabitEthernet0/6/6,,IP Access Datacenter 2 ชั้น 4,Ph#7,สำนักงานใหญ่ กฟภ. (อสก.3),Not Match,
VAFE3H05830,SFPPLUS,HQ_HQ_NE8KM14_1,GigabitEthernet0/6/7,--,Ethernet,-40,--,,Critical Alert,-7,-23.98,2.09,--,,Normal,4,0,SingleMode,10000,1550,80000,LC,Hisense         ,Unknown,--,--,Dual-fiber Bidirectional,LTF1502-BC+,--,--,34060672-001,10GBase-ZX,,HQ_HQ_NE8KM14_1-GigabitEthernet0/6/7,,สำนักงานใหญ่ กฟภ. (อสก.3),Ph#8,สำนักงานใหญ่ กฟภ. (อสก.3),Match,
AE241500118143,SFPPLUS,C1_HQ_DRC2_NE8K_2,GigabitEthernet0/5/0,C1_HQ_DRC2_NE8K_2 10GE0/5/0-to-DRC_A9910_R1 10GE Te-0/0/0/2,Ethernet,-40,--,,Critical Alert,-1,-9.9,-2.47,--,,Normal,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,--,RTXM228-552,--,--,34060494-002,10GBase-SR,,C1_HQ_DRC2_NE8K_2-GigabitEthernet0/5/0,,IP Access DRC#2-01,Ph#8,DRC#2,Not Match,
VAFE3H02762,SFPPLUS,C1_HQ_DRC2_NE8K_2,GigabitEthernet0/5/1,C1_HQ_DRC2_NE8K_2 10GE0/5/1-to-C1_SS_RCO_NE08_1 10GE0/3/0,Ethernet,-16.63,--,,Normal,-7,-23.98,1.65,--,,Normal,4,0,SingleMode,10000,1550,80000,LC,Hisense         ,Unknown,--,--,--,LTF1502-BC+,--,--,34060672-001,10GBase-ZX,,C1_HQ_DRC2_NE8K_2-GigabitEthernet0/5/1,,IP Access DRC#2-02,Ph#8,DRC#2,Not Match,
VB6E4H3485Y,SFPPLUS,C1_HQ_DRC2_NE8K_2,GigabitEthernet0/5/2,C1_HQ_DRC2_NE8K_2 10GE0/5/2-to-New_C1_SS_GUN_NE08_1 10GE0/3/0,Ethernet,-11.17,--,,Normal,-1,-15.8,-0.58,--,,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,C1_HQ_DRC2_NE8K_2-GigabitEthernet0/5/2,,IP Access DRC#2-02,Ph#8,DRC#2,Not Match,
AE241100088207,SFPPLUS,C1_HQ_DRC2_NE8K_2,GigabitEthernet0/6/0,C1_HQ_DRC2_NE8K_2 10GE0/6/0-to-C1_WH_RST_NE8K_1 10GE0/4/0,Ethernet,-7.97,--,,Normal,0.5,-14.4,-2.88,--,,Normal,0.5,-8.2,SingleMode,10000,1310,10000,LC,WTD             ,Unknown,--,--,--,RTXM228-401,--,--,34060742,10GBase-LR,,C1_HQ_DRC2_NE8K_2-GigabitEthernet0/6/0,,IP Access DRC#2-02,Ph#8,DRC#2,Not Match,
VB6E4H3490Y,SFPPLUS,C1_HQ_DRC2_NE8K_2,GigabitEthernet0/6/1,C1_HQ_DRC2_NE8K_2 10GE0/6/1-to-New_C1_SS_TYA_NE8K_1 10GE0/5/2,Ethernet,-13.35,--,,Normal,-1,-15.8,-0.49,--,,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,C1_HQ_DRC2_NE8K_2-GigabitEthernet0/6/1,,IP Access DRC#2-02,Ph#8,DRC#2,Not Match,
VB6E4H0680Y,SFPPLUS,C2_SS_AKU_NE8K_1,GigabitEthernet0/5/0,C2_SS_AKU_NE8K_1 10GE0/5/0-to-New_C2_SS_BGP_NE08_1 10GE0/2/0,Ethernet,-7.3,--,,Normal,-1,-15.8,0.56,--,,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,C2_SS_AKU_NE8K_1-GigabitEthernet0/5/0,,สฟฟ.อมตะนคร 6 (ชค),Ph#8,สฟฟ.อมตะนคร 6 (ชค),Match,
VB6E4H3562Y,SFPPLUS,C2_SS_AKU_NE8K_1,GigabitEthernet0/6/0,NA=C2_SS_AKU_NE8K_1 10GE0/6/0-to-New_C2_SS_AKB_NE8K_1 10GE0/4/0,Ethernet,-5.92,--,,Normal,-1,-15.8,0,--,,--,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,C2_SS_AKU_NE8K_1-GigabitEthernet0/6/0,,สฟฟ.อมตะนคร 6 (ชค),Ph#8,สฟฟ.อมตะนคร 6 (ชค),Match,
AE241500118150,SFPPLUS,C1_HQ_DRC1_NE8K_2,GigabitEthernet0/5/0,C1_HQ_DRC1_NE8K_2 10GE0/5/0-to-DRC_A9910_R1 Te-0/0/0/3,Ethernet,-40,--,,Critical Alert,-1,-9.9,-2.96,--,,Normal,-1,-7.3,MultiMode,10000,850,400,LC,WTD             ,Unknown,--,--,--,RTXM228-552,--,--,34060494-002,10GBase-SR,,C1_HQ_DRC1_NE8K_2-GigabitEthernet0/5/0,,IP Access DRC#1-02,Ph#8,DRC#1,Not Match,
VB6E4H3412Y,SFPPLUS,C1_HQ_DRC1_NE8K_2,GigabitEthernet0/5/1,C1_HQ_DRC1_NE8K_2 10GE0/5/1-to-C1_SS_BMA_NE08_1 10GE0/1/1,Ethernet,-10.06,--,,Normal,-1,-15.8,-0.07,--,,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,C1_HQ_DRC1_NE8K_2-GigabitEthernet0/5/1,,IP Access DRC#1-02,Ph#8,DRC#1,Not Match,
VAFE2H05877,SFPPLUS,C1_HQ_DRC1_NE8K_2,GigabitEthernet0/6/0,C1_HQ_DRC1_NE8K_2 10GE0/6/0-to-C1_HQ_EO_NE08_1 10GE0/1/1,Ethernet,-13.66,--,,Normal,-7,-23.98,2.18,--,,Normal,4,0,SingleMode,10000,1550,80000,LC,Hisense         ,Unknown,--,--,--,LTF1502-BC+,--,--,34060672-001,10GBase-ZX,,C1_HQ_DRC1_NE8K_2-GigabitEthernet0/6/0,,IP Access DRC#1-02,Ph#8,DRC#1,Not Match,
U7SCCB01144,SFPPLUS,C2_SS_BZD_NE8K_1,GigabitEthernet0/5/0,C2_ACN7_L047=C2_SS_BZD_NE8K_1 10GE0/5/0-to-C2_SS_BSL_NE08_1 10GE0/4/0,Ethernet,-3.1,--,,Normal,-1,-15.8,0.45,--,,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,C2_SS_BZD_NE8K_1-GigabitEthernet0/5/0,,สฟฟ.บางสมัคร 4,Ph#7,สฟฟ.บางสมัคร 4,Match,
U7SCCB01169,SFPPLUS,C2_SS_BZD_NE8K_1,GigabitEthernet0/6/0,C2_ACN1_L048=C2_SS_BZD_NE8K_1 10GE0/6/0-to-C2_SS_BSM_NE08_1 10GE0/3/0,Ethernet,-2.29,--,,Normal,-1,-15.8,0.49,--,,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,Hisense         ,Unknown,--,--,--,LTF1503-BC+,--,--,34060796,10GBase-ER,,C2_SS_BZD_NE8K_1-GigabitEthernet0/6/0,,สฟฟ.บางสมัคร 4,Ph#7,สฟฟ.บางสมัคร 4,Match,
N33B8Q14662,SFPPLUS,C1_SS_LLL_NE8K_2,GigabitEthernet0/5/0,C1_ACN2_L057=C1_SS_LLL_NE8K_2 10GE0/5/0-to-C1_SS_LLL_NE8K_1 10GE0/3/0,Ethernet,-2.57,--,,Normal,-1,-9.9,-2.67,--,,Normal,-1,-7.3,MultiMode,10000,850,300,LC,Hisense         ,Unknown,--,--,--,LTF8502-BC+,--,--,34060494,10GBase-SR,,C1_SS_LLL_NE8K_2-GigabitEthernet0/5/0,,สฟฟ.ลำลูกกา 2,Ph#6,สฟฟ.ลำลูกกา 2,Match,
MA20153012685,SFPPLUS,C1_SS_LLL_NE8K_2,GigabitEthernet0/5/1,C1_ACN2_L057=C1_SS_LLL_NE8K_2 10GE0/5/1-to-C1_SS_KHL_NE08E_1 10GE0/2/0,Ethernet,-14.03,--,,Normal,0.5,-14.4,-3.28,--,,Normal,0.5,-8.2,SingleMode,10000,1310,10000,LC,HG GENUINE      ,Unknown,--,--,--,MTRS-02X13-G,--,--,34060742,10GBase-LR,,C1_SS_LLL_NE8K_2-GigabitEthernet0/5/1,,สฟฟ.ลำลูกกา 2,Ph#3,สฟฟ.ลำลูกกา 2,Match,
EB203800071890,SFPPLUS,C1_SS_LLL_NE8K_2,GigabitEthernet0/6/1,C1_ACN2_L058=C1_SS_LLL_NE8K_2 10GE0/6/1-to-C1_EO_LLK_NE8K_1 10GE0/4/0,Ethernet,-40,--,,Critical Alert,-1,-15.8,0.13,--,,Normal,4,-4.7,SingleMode,10000,1550,40000,LC,WTD             ,Unknown,--,--,--,RTXM228-410,--,--,34060796,10GBase-ER,,C1_SS_LLL_NE8K_2-GigabitEthernet0/6/1,,สฟฟ.ลำลูกกา 2,Ph#6,สฟฟ.ลำลูกกา 2,Match,
